Date,S&P 500,PE Ratio,Shiller PE
2018-09-01,2896.89,22.25,32.62
2018-08-01,2856.60,22.37,32.39
2018-07-01,2793.99,22.33,31.89
2018-06-01,2754.89,22.49,31.63
2018-05-01,2706.32,22.49,31.24
2018-04-01,2669.43,22.53,30.97
2018-03-01,2729.67,23.41,31.81
2018-02-01,2738.26,23.82,32.04
2018-01-01,2836.75,24.97,33.31
2017-12-01,2723.93,24.25,32.09
2017-11-01,2650.06,23.81,31.3
2017-10-01,2612.72,23.67,30.92
2017-09-01,2545.55,23.28,30.17
2017-08-01,2521.44,23.16,29.91
2017-07-01,2526.80,23.36,30
2017-06-01,2504.37,23.4,29.75
2017-05-01,2466.85,23.31,29.31
2017-04-01,2431.81,23.24,28.9
2017-03-01,2446.78,23.6,29.09
2017-02-01,2410.59,23.68,28.66
2017-01-01,2361.30,23.59,28.06
2016-12-01,2345.32,23.76,27.87
2016-11-01,2260.84,23.35,26.85
2016-10-01,2234.41,23.57,26.53
2016-09-01,2252.51,24.22,26.73
2016-08-01,2271.80,24.57,26.95
2016-07-01,2250.80,24.52,26.69
2016-06-01,2179.17,23.97,25.84
2016-05-01,2167.09,23.81,25.69
2016-04-01,2186.38,23.97,25.92
2016-03-01,2140.02,23.39,25.37
2016-02-01,2024.31,22.02,24
2016-01-01,2041.06,22.18,24.21
2015-12-01,2188.80,23.74,25.97
2015-11-01,2209.51,23.67,26.23
2015-10-01,2145.70,22.68,25.49
2015-09-01,2059.57,21.45,24.5
2015-08-01,2157.32,22.15,25.69
2015-07-01,2211.58,22.4,26.38
2015-06-01,2217.17,22.12,26.5
2015-05-01,2238.34,21.92,26.81
2015-04-01,2231.56,21.42,26.79
2015-03-01,2220.22,20.96,26.73
2015-02-01,2235.81,20.77,27
2015-01-01,2187.26,20.02,26.49
2014-12-01,2204.97,20.08,26.79
2014-11-01,2182.12,19.75,26.61
2014-10-01,2056.44,18.5,25.16
2014-09-01,2110.52,18.81,25.92
2014-08-01,2078.52,18.68,25.62
2014-07-01,2087.29,18.96,25.82
2014-06-01,2058.97,18.88,25.56
2014-05-01,2002.08,18.46,24.94
2014-04-01,1981.95,18.35,24.79
2014-03-01,1987.69,18.48,24.96
2014-02-01,1950.60,18.06,24.59
2014-01-01,1963.54,18.15,24.86
2013-12-01,1955.08,18.04,24.86
2013-11-01,1928.70,18.15,24.64
2013-10-01,1856.22,17.86,23.83
2013-09-01,1816.07,17.88,23.44
2013-08-01,1799.78,17.91,23.36
2013-07-01,1800.42,18.12,23.49
2013-06-01,1747.26,17.8,22.93
2013-05-01,1774.25,18.25,23.41
2013-04-01,1702.47,17.69,22.6
2013-03-01,1679.18,17.68,22.42
2013-02-01,1641.75,17.32,22.05
2013-01-01,1620.28,17.03,21.9
2012-12-01,1561.28,16.44,21.24
2012-11-01,1526.66,16.12,20.9
2012-10-01,1566.62,16.62,21.58
2012-09-01,1572.11,16.69,21.78
2012-08-01,1535.39,16.14,21.41
2012-07-01,1495.90,15.55,21
2012-06-01,1453.59,15.05,20.55
2012-05-01,1470.97,15.22,20.94
2012-04-01,1518.71,15.7,21.78
2012-03-01,1526.39,15.69,22.05
2012-02-01,1497.30,15.37,21.8
2012-01-01,1446.17,14.87,21.21
2011-12-01,1388.58,14.3,20.52
2011-11-01,1366.33,14.1,20.35
2011-10-01,1343.80,13.88,20.16
2011-09-01,1304.00,13.5,19.7
2011-08-01,1318.69,13.79,20.05
2011-07-01,1478.38,15.61,22.61
2011-06-01,1437.37,15.35,22.1
2011-05-01,1492.74,16.12,23.06
2011-04-01,1492.14,16.21,23.14
2011-03-01,1471.27,16.04,22.9
2011-02-01,1504.56,16.52,23.49
2011-01-01,1467.92,16.3,22.98
2010-12-01,1427.66,16.05,22.4
2010-11-01,1380.99,15.88,21.7
2010-10-01,1350.10,15.9,21.24
2010-09-01,1294.67,15.61,20.38
2010-08-01,1255.25,15.47,19.77
2010-07-01,1248.33,15.72,19.67
2010-06-01,1252.71,16.15,19.74
2010-05-01,1299.66,17.3,20.48
2010-04-01,1384.21,19.01,21.8
2010-03-01,1334.19,18.91,21
2010-02-01,1266.53,18.91,19.92
2010-01-01,1306.88,20.7,20.53
2009-12-01,1295.94,21.78,20.32
2009-11-01,1267.67,28.51,19.81
2009-10-01,1244.77,42.12,19.36
2009-09-01,1219.00,83.3,18.83
2009-08-01,1179.10,92.95,18.09
2009-07-01,1095.25,101.87,16.69
2009-06-01,1082.17,123.32,16.38
2009-05-01,1063.53,123.73,16
2009-04-01,1002.47,119.85,14.98
2009-03-01,897.12,110.37,13.32
2009-02-01,956.43,84.46,14.12
2009-01-01,1033.23,70.91,15.17
2008-12-01,1052.09,58.98,15.38
2008-11-01,1047.71,34.99,15.26
2008-10-01,1127.45,27.22,16.39
2008-09-01,1401.93,26.48,20.36
2008-08-01,1474.21,26.83,21.4
2008-07-01,1440.67,25.37,20.91
2008-06-01,1544.89,26.11,22.42
2008-05-01,1632.56,25.81,23.7
2008-04-01,1607.88,23.88,23.36
2008-03-01,1554.45,21.81,22.61
2008-02-01,1613.08,21.74,23.5
2008-01-01,1646.29,21.46,24.02
2007-12-01,1775.03,22.35,25.96
2007-11-01,1754.85,20.81,25.73
2007-10-01,1857.28,20.68,27.32
2007-09-01,1809.83,19.05,26.73
2007-08-01,1763.30,18.02,26.15
2007-07-01,1840.03,18.36,27.41
2007-06-01,1831.68,17.83,27.42
2007-05-01,1831.53,17.92,27.55
2007-04-01,1784.80,17.48,26.98
2007-03-01,1726.81,16.92,26.23
2007-02-01,1789.42,17.49,27.32
2007-01-01,1773.29,17.36,27.21
2006-12-01,1769.04,17.38,27.28
2006-11-01,1736.92,17.24,26.93
2006-10-01,1702.79,17.14,26.54
2006-09-01,1636.87,16.77,25.64
2006-08-01,1591.03,16.67,25.05
2006-07-01,1560.83,16.61,24.7
2006-06-01,1556.66,16.82,24.75
2006-05-01,1605.59,17.46,25.65
2006-04-01,1628.77,17.77,26.15
2006-03-01,1631.99,17.8,26.33
2006-02-01,1619.35,17.8,26.25
2006-01-01,1625.26,18.07,26.47
2005-12-01,1616.31,18.07,26.44
2005-11-01,1578.26,18.01,25.93
2005-10-01,1508.13,17.64,24.88
2005-09-01,1554.22,18.44,25.73
2005-08-01,1571.09,18.72,26.1
2005-07-01,1576.51,19,26.29
2005-06-01,1557.91,19,26.07
2005-05-01,1527.63,18.93,25.65
2005-04-01,1508.12,19.02,25.41
2005-03-01,1557.99,19.84,26.34
2005-02-01,1576.39,20.11,26.74
2005-01-01,1561.41,19.99,26.59
2004-12-01,1588.26,20.48,27.14
2004-11-01,1542.50,20.05,26.47
2004-10-01,1475.01,19.25,25.41
2004-09-01,1483.37,19.35,25.67
2004-08-01,1448.31,19.03,25.17
2004-07-01,1471.57,19.51,25.7
2004-06-01,1505.00,20.17,26.4
2004-05-01,1469.82,20.14,25.9
2004-04-01,1519.41,21.23,26.9
2004-03-01,1511.66,21.61,26.89
2004-02-01,1547.64,22.46,27.65
2004-01-01,1541.24,22.73,27.66
2003-12-01,1477.82,22.17,26.64
2003-11-01,1434.23,23.15,25.95
2003-10-01,1415.13,24.75,25.68
2003-09-01,1387.35,26.42,25.24
2003-08-01,1351.02,26.57,24.64
2003-07-01,1360.29,27.65,24.87
2003-06-01,1355.54,28.6,24.83
2003-05-01,1285.54,28.24,23.59
2003-04-01,1220.46,28.05,22.43
2003-03-01,1158.43,27.92,21.31
2003-02-01,1152.18,28.46,21.21
2003-01-01,1242.63,31.43,22.9
2002-12-01,1252.78,32.59,23.1
2002-11-01,1264.96,32.03,23.35
2002-10-01,1188.08,29.24,21.96
2002-09-01,1208.40,28.89,22.36
2002-08-01,1272.81,31.53,23.59
2002-07-01,1264.51,32.46,23.46
2002-06-01,1420.63,37.92,26.39
2002-05-01,1512.86,41.41,28.13
2002-04-01,1558.67,43.81,29.01
2002-03-01,1626.39,46.71,30.29
2002-02-01,1560.24,44.57,29.09
2002-01-01,1622.68,46.17,30.28
2001-12-01,1633.08,46.37,30.5
2001-11-01,1604.97,43.62,30.01
2001-10-01,1526.96,39.72,28.58
2001-09-01,1476.66,36.9,27.67
2001-08-01,1673.39,37.85,31.4
2001-07-01,1710.24,35.46,32.16
2001-06-01,1753.94,33.67,33.07
2001-05-01,1801.81,32.02,34.07
2001-04-01,1695.22,27.96,32.17
2001-03-01,1696.25,26.1,32.32
2001-02-01,1872.01,27.81,35.83
2001-01-01,1922.50,27.55,36.98
2000-12-01,1927.84,26.62,37.27
2000-11-01,1994.94,26.9,38.78
2000-10-01,2013.61,26.5,39.37
2000-09-01,2130.13,27.34,41.89
2000-08-01,2166.62,27.97,42.87
2000-07-01,2148.45,28.05,42.75
2000-06-01,2137.29,28.16,42.78
2000-05-01,2084.61,27.49,41.96
2000-04-01,2150.14,28.5,43.53
2000-03-01,2123.20,28.31,43.22
2000-02-01,2061.53,27.76,42.18
2000-01-01,2128.57,29.04,43.77
1999-12-01,2139.52,29.66,44.19
1999-11-01,2083.09,29.74,43.21
1999-10-01,1947.99,28.66,40.55
1999-09-01,1978.73,29.99,41.32
1999-08-01,2002.26,30.89,41.93
1999-07-01,2087.95,32.88,43.83
1999-06-01,2005.61,32.24,42.18
1999-05-01,2020.05,33.19,42.55
1999-04-01,2024.13,34,42.7
1999-03-01,1957.74,33.39,41.35
1999-02-01,1909.94,32.67,40.4
1999-01-01,1915.63,32.92,40.57
1998-12-01,1830.01,31.56,38.82
1998-11-01,1758.78,30.25,37.37
1998-10-01,1586.72,27.2,33.77
1998-09-01,1572.37,26.8,33.53
1998-08-01,1657.56,28,35.42
1998-07-01,1786.16,29.9,38.26
1998-06-01,1713.84,28.44,36.8
1998-05-01,1715.99,28.3,36.95
1998-04-01,1725.03,28.26,37.27
1998-03-01,1673.26,27.23,36.29
1998-02-01,1593.71,25.85,34.71
1998-01-01,1502.50,24.29,32.86
1997-12-01,1503.74,24.23,33.03
1997-11-01,1465.28,23.46,32.33
1997-10-01,1483.47,23.58,32.9
1997-09-01,1465.04,23.06,32.66
1997-08-01,1453.36,22.83,32.58
1997-07-01,1453.01,22.8,32.76
1997-06-01,1377.78,21.61,31.25
1997-05-01,1311.49,20.6,29.93
1997-04-01,1201.87,18.94,27.58
1997-03-01,1247.84,19.69,28.8
1997-02-01,1260.81,20.09,29.26
1997-01-01,1213.81,19.53,28.33
1996-12-01,1181.13,19.19,27.72
1996-11-01,1169.08,19.45,27.58
1996-10-01,1116.83,19,26.48
1996-09-01,1077.92,18.75,25.68
1996-08-01,1061.80,18.6,25.41
1996-07-01,1033.95,18.26,24.86
1996-06-01,1075.22,19.15,25.96
1996-05-01,1064.21,19.1,25.81
1996-04-01,1043.58,18.85,25.42
1996-03-01,1047.44,19.01,25.63
1996-02-01,1056.87,19.1,25.97
1996-01-01,1002.96,18.08,24.76
1995-12-01,1009.09,18.1,25.03
1995-11-01,977.19,17.33,24.35
1995-10-01,955.88,16.76,23.93
1995-09-01,952.17,16.45,23.94
1995-08-01,921.63,16.01,23.28
1995-07-01,921.17,16.07,23.37
1995-06-01,891.39,15.67,22.72
1995-05-01,867.41,15.5,22.19
1995-04-01,842.74,15.31,21.64
1995-03-01,820.95,15.15,21.15
1995-02-01,804.92,15.11,20.8
1995-01-01,780.18,14.89,20.22
1994-12-01,766.37,14.88,19.91
1994-11-01,776.17,15.62,20.21
1994-10-01,781.92,16.32,20.39
1994-09-01,787.76,17.09,20.57
1994-08-01,785.28,17.44,20.53
1994-07-01,766.64,17.42,20.07
1994-06-01,774.56,18.05,20.29
1994-05-01,770.47,18.5,20.19
1994-04-01,764.71,19,20.05
1994-03-01,794.14,20.42,20.83
1994-02-01,810.20,21.02,21.26
1994-01-01,815.40,21.34,21.41
1993-12-01,805.47,21.29,21.16
1993-11-01,800.18,21.63,21.04
1993-10-01,802.47,22.19,21.11
1993-09-01,797.70,22.5,20.99
1993-08-01,790.46,22.65,20.81
1993-07-01,780.71,22.72,20.56
1993-06-01,782.05,23.18,20.61
1993-05-01,778.22,22.83,20.52
1993-04-01,775.51,22.53,20.46
1993-03-01,790.09,22.69,20.85
1993-02-01,777.95,22.55,20.54
1993-01-01,769.25,22.5,20.32
1992-12-01,773.77,22.82,20.45
1992-11-01,750.51,22.56,19.83
1992-10-01,733.19,22.43,19.37
1992-09-01,746.45,23.2,19.71
1992-08-01,747.58,23.6,19.72
1992-07-01,744.54,23.88,19.62
1992-06-01,733.95,23.95,19.31
1992-05-01,748.37,24.75,19.66
1992-04-01,736.08,24.73,19.3
1992-03-01,737.04,25.16,19.28
1992-02-01,750.22,25.6,19.58
1992-01-01,759.36,25.93,19.77
1991-12-01,710.07,24.33,18.44
1991-11-01,705.85,23.27,18.29
1991-10-01,709.67,22.49,18.35
1991-09-01,711.29,21.73,18.36
1991-08-01,718.47,21.22,18.51
1991-07-01,703.62,20.14,18.1
1991-06-01,701.05,19.49,18.01
1991-05-01,702.57,18.98,18.03
1991-04-01,707.79,18.58,18.16
1991-03-01,695.03,17.78,17.82
1991-02-01,677.32,17.19,17.36
1991-01-01,609.48,15.35,15.61
1990-12-01,619.26,15.41,15.85
1990-11-01,593.91,14.68,15.19
1990-10-01,579.82,14.21,14.82
1990-09-01,599.06,14.51,15.3
1990-08-01,633.45,15.33,16.17
1990-07-01,695.87,16.81,17.75
1990-06-01,699.25,16.95,17.82
1990-05-01,683.25,16.37,17.39
1990-04-01,661.24,15.7,16.81
1990-03-01,662.82,15.62,16.83
1990-02-01,650.67,14.97,16.51
1990-01-01,672.57,15.13,17.05
1989-12-01,696.75,15.24,17.65
1989-11-01,681.04,14.7,17.24
1989-10-01,697.12,14.84,17.64
1989-09-01,700.26,14.66,17.71
1989-08-01,701.09,14.32,17.73
1989-07-01,672.44,13.43,17.01
1989-06-01,657.41,12.84,16.64
1989-05-01,639.05,12.49,16.19
1989-04-01,618.94,12.07,15.69
1989-03-01,603.20,11.73,15.3
1989-02-01,609.37,11.97,15.47
1989-01-01,593.99,11.82,15.09
1988-12-01,578.33,11.64,14.7
1988-11-01,567.77,11.57,14.45
1988-10-01,581.66,12.02,14.81
1988-09-01,563.82,11.79,14.37
1988-08-01,558.51,11.78,14.24
1988-07-01,572.35,12.22,14.61
1988-06-01,578.19,12.49,14.77
1988-05-01,549.34,12.41,14.03
1988-04-01,565.20,13.39,14.43
1988-03-01,574.82,14.29,14.67
1988-02-01,560.78,14.16,14.3
1988-01-01,545.68,14.02,13.9
1987-12-01,526.35,13.77,13.39
1987-11-01,535.09,14.45,13.59
1987-10-01,612.50,17.08,15.53
1987-09-01,698.47,20.09,17.68
1987-08-01,725.71,21.42,18.33
1987-07-01,686.79,20.81,17.31
1987-06-01,669.29,20.9,16.83
1987-05-01,644.25,19.74,16.16
1987-04-01,646.98,19.45,16.2
1987-03-01,657.64,19.37,16.43
1987-02-01,634.39,18.86,15.82
1987-01-01,599.50,18.01,14.92
1986-12-01,567.03,17.17,14.09
1986-11-01,559.55,16.78,13.87
1986-10-01,542.46,16.12,13.43
1986-09-01,545.02,16.05,13.47
1986-08-01,562.89,16.55,13.89
1986-07-01,552.87,16.28,13.62
1986-06-01,564.61,16.68,13.89
1986-05-01,551.98,16.28,13.56
1986-04-01,552.35,16.32,13.55
1986-03-01,538.13,16,13.19
1986-02-01,505.92,15.08,12.39
1986-01-01,478.78,14.28,11.72
1985-12-01,478.02,14.19,11.69
1985-11-01,456.67,13.33,11.16
1985-10-01,431.73,12.39,10.55
1985-09-01,428.44,12.09,10.47
1985-08-01,439.43,12.26,10.74
1985-07-01,450.07,12.43,11
1985-06-01,442.47,12.1,10.81
1985-05-01,434.31,11.65,10.61
1985-04-01,425.80,11.2,10.4
1985-03-01,424.96,10.95,10.37
1985-02-01,430.13,10.98,10.49
1985-01-01,409.95,10.36,10
1984-12-01,393.73,9.89,9.6
1984-11-01,398.04,10.01,9.69
1984-10-01,394.45,9.94,9.6
1984-09-01,398.70,10.03,9.69
1984-08-01,396.51,10,9.62
1984-07-01,365.83,9.26,8.87
1984-06-01,372.10,9.45,9.01
1984-05-01,381.71,9.86,9.23
1984-04-01,385.27,10.12,9.31
1984-03-01,386.65,10.31,9.33
1984-02-01,387.16,10.59,9.32
1984-01-01,411.57,11.52,9.89
1983-12-01,409.03,11.72,9.82
1983-11-01,411.43,11.98,9.85
1983-10-01,418.48,12.38,10
1983-09-01,418.48,12.57,9.98
1983-08-01,408.49,12.43,9.73
1983-07-01,421.32,13.02,10.01
1983-06-01,421.50,13.22,10
1983-05-01,416.93,13.09,9.87
1983-04-01,403.11,12.64,9.53
1983-03-01,391.06,12.23,9.23
1983-02-01,377.93,11.75,8.91
1983-01-01,371.87,11.48,8.76
1982-12-01,359.98,11.03,8.47
1982-11-01,355.17,10.67,8.35
1982-10-01,340.58,10.01,8
1982-09-01,315.11,9.03,7.4
1982-08-01,282.99,7.97,6.64
1982-07-01,282.80,7.83,6.64
1982-06-01,285.04,7.74,6.69
1982-05-01,306.23,8.09,7.19
1982-04-01,308.87,7.97,7.26
1982-03-01,295.51,7.48,6.95
1982-02-01,305.06,7.64,7.18
1982-01-01,313.51,7.73,7.39
1981-12-01,331.94,8.06,7.83
1981-11-01,330.58,8.02,7.81
1981-10-01,323.28,7.83,7.65
1981-09-01,319.92,7.75,7.58
1981-08-01,353.89,8.54,8.4
1981-07-01,355.22,8.55,8.45
1981-06-01,368.04,8.81,8.77
1981-05-01,369.64,8.86,8.82
1981-04-01,380.18,9.13,9.09
1981-03-01,379.34,9.14,9.08
1981-02-01,368.16,8.76,8.83
1981-01-01,385.30,9.02,9.26
1980-12-01,389.88,9.01,9.39
1980-11-01,400.02,9.19,9.65
1980-10-01,386.97,8.86,9.36
1980-09-01,379.56,8.64,9.2
1980-08-01,373.67,8.38,9.07
1980-07-01,365.10,8.07,8.88
1980-06-01,349.26,7.67,8.51
1980-05-01,331.84,7.15,8.1
1980-04-01,320.49,6.79,7.84
1980-03-01,329.44,6.85,8.08
1980-02-01,368.31,7.61,9.05
1980-01-01,359.27,7.39,8.85
1979-12-01,354.23,7.25,8.75
1979-11-01,344.35,7.01,8.52
1979-10-01,350.24,7.11,8.68
1979-09-01,366.91,7.42,9.11
1979-08-01,366.79,7.45,9.13
1979-07-01,354.09,7.23,8.83
1979-06-01,354.53,7.27,8.85
1979-05-01,351.55,7.25,8.79
1979-04-01,364.49,7.55,9.13
1979-03-01,361.45,7.53,9.07
1979-02-01,358.29,7.57,9
1979-01-01,367.95,7.88,9.26
1978-12-01,357.80,7.79,9.01
1978-11-01,354.16,7.84,8.93
1978-10-01,377.87,8.51,9.53
1978-09-01,393.79,8.98,9.94
1978-08-01,396.77,9.07,10.02
1978-07-01,372.84,8.57,9.43
1978-06-01,377.52,8.7,9.55
1978-05-01,380.64,8.75,9.63
1978-04-01,365.67,8.41,9.26
1978-03-01,353.09,8.13,8.95
1978-02-01,356.54,8.16,9.05
1978-01-01,363.94,8.28,9.24
1977-12-01,380.78,8.62,9.68
1977-11-01,383.88,8.71,9.77
1977-10-01,383.54,8.7,9.77
1977-09-01,395.01,8.99,10.07
1977-08-01,402.56,9.21,10.27
1977-07-01,414.00,9.53,10.57
1977-06-01,412.27,9.53,10.53
1977-05-01,412.79,9.58,10.55
1977-04-01,416.07,9.72,10.64
1977-03-01,426.13,9.98,10.9
1977-02-01,430.72,10.08,11.01
1977-01-01,447.21,10.41,11.44
1976-12-01,453.41,10.57,11.6
1976-11-01,439.76,10.34,11.25
1976-10-01,443.57,10.54,11.35
1976-09-01,461.63,11.05,11.81
1976-08-01,453.58,10.93,11.6
1976-07-01,459.94,11.14,11.76
1976-06-01,451.72,11.01,11.54
1976-05-01,451.44,11.18,11.53
1976-04-01,457.80,11.51,11.69
1976-03-01,455.83,11.67,11.63
1976-02-01,454.39,11.94,11.59
1976-01-01,439.07,11.82,11.19
1975-12-01,402.81,11.14,10.25
1975-11-01,410.51,11.41,10.44
1975-10-01,406.61,11.32,10.33
1975-09-01,390.84,10.91,9.92
1975-08-01,397.83,10.95,10.09
1975-07-01,430.09,11.72,10.9
1975-06-01,434.48,11.61,11.01
1975-05-01,426.85,11.09,10.82
1975-04-01,403.64,10.22,10.23
1975-03-01,400.68,9.91,10.16
1975-02-01,384.54,9.32,9.76
1975-01-01,351.01,8.3,8.92
1974-12-01,325.71,7.54,8.29
1974-11-01,351.09,8,8.95
1974-10-01,342.50,7.68,8.74
1974-09-01,339.30,7.48,8.68
1974-08-01,383.25,8.46,9.82
1974-07-01,404.64,8.95,10.39
1974-06-01,461.85,10.27,11.89
1974-05-01,465.03,10.41,12
1974-04-01,485.49,10.89,12.55
1974-03-01,513.78,11.66,13.31
1974-02-01,499.00,11.27,12.96
1974-01-01,519.81,11.68,13.53
1973-12-01,517.06,11.62,13.49
1973-11-01,560.08,12.74,14.65
1973-10-01,606.88,13.99,15.91
1973-09-01,588.83,13.73,15.48
1973-08-01,580.08,13.77,15.28
1973-07-01,601.93,14.33,15.89
1973-06-01,597.59,14.5,15.81
1973-05-01,615.45,15.13,16.31
1973-04-01,637.61,15.89,16.94
1973-03-01,654.25,16.53,17.41
1973-02-01,670.93,17.11,17.89
1973-01-01,700.50,18.09,18.71
1972-12-01,696.81,18.3,18.65
1972-11-01,684.19,18.19,18.34
1972-10-01,653.03,17.58,17.53
1972-09-01,654.94,17.82,17.61
1972-08-01,666.10,18.25,17.94
1972-07-01,644.83,17.79,17.4
1972-06-01,652.76,18.09,17.64
1972-05-01,652.51,18.2,17.66
1972-04-01,660.76,18.56,17.92
1972-03-01,655.66,18.54,17.81
1972-02-01,642.00,18.22,17.46
1972-01-01,633.47,18.01,17.26
1971-12-01,608.14,17.4,16.6
1971-11-01,571.74,16.54,15.64
1971-10-01,599.53,17.62,16.43
1971-09-01,614.03,18.31,16.86
1971-08-01,600.69,18.03,16.52
1971-07-01,613.07,18.48,16.89
1971-06-01,619.05,18.74,17.08
1971-05-01,635.41,19.22,17.56
1971-04-01,647.38,19.61,17.92
1971-03-01,627.57,19.08,17.4
1971-02-01,613.42,18.71,17.03
1971-01-01,592.04,18.12,16.46
1970-12-01,570.25,17.55,15.87
1970-11-01,536.41,16.19,14.95
1970-10-01,539.71,15.97,15.06
1970-09-01,530.95,15.41,14.84
1970-08-01,503.56,14.39,14.1
1970-07-01,489.34,13.85,13.73
1970-06-01,491.02,13.69,13.8
1970-05-01,496.63,13.69,13.98
1970-04-01,562.67,15.37,15.87
1970-03-01,584.90,15.75,16.53
1970-02-01,578.10,15.35,16.37
1970-01-01,602.16,15.76,17.09
1969-12-01,609.10,15.76,17.33
1969-11-01,646.63,16.54,18.44
1969-10-01,645.43,16.32,18.45
1969-09-01,642.05,16.05,18.4
1969-08-01,641.54,16.04,18.43
1969-07-01,648.66,16.17,18.68
1969-06-01,682.71,16.98,19.71
1969-05-01,724.26,17.93,20.97
1969-04-01,703.35,17.39,20.43
1969-03-01,693.28,17.06,20.2
1969-02-01,714.58,17.5,20.9
1969-01-01,722.13,17.65,21.19
1968-12-01,756.11,18.49,22.28
1968-11-01,750.42,18.41,22.2
1968-10-01,741.12,18.23,22
1968-09-01,727.39,17.9,21.68
1968-08-01,706.50,17.43,21.14
1968-07-01,724.34,17.91,21.75
1968-06-01,729.97,18.04,22
1968-05-01,714.98,17.71,21.63
1968-04-01,700.94,17.45,21.28
1968-03-01,654.64,16.38,19.93
1968-02-01,668.79,16.8,20.42
1968-01-01,702.45,17.71,21.51
1967-12-01,708.53,17.88,21.75
1967-11-01,690.94,17.42,21.26
1967-10-01,715.43,18.02,22.07
1967-09-01,718.68,18.08,22.22
1967-08-01,710.90,17.79,22.03
1967-07-01,701.86,17.48,21.8
1967-06-01,692.01,17.15,21.55
1967-05-01,702.90,17.24,21.95
1967-04-01,692.61,16.81,21.69
1967-03-01,682.95,16.41,21.44
1967-02-01,669.24,15.93,21.07
1967-01-01,646.95,15.31,20.43
1966-12-01,623.05,14.65,19.74
1966-11-01,620.44,14.63,19.71
1966-10-01,590.87,13.96,18.83
1966-09-01,599.73,14.12,19.16
1966-08-01,621.62,14.68,19.91
1966-07-01,665.69,15.67,21.38
1966-06-01,669.46,15.76,21.56
1966-05-01,677.15,16.01,21.85
1966-04-01,714.76,17.03,23.11
1966-03-01,697.85,16.64,22.61
1966-02-01,730.04,17.52,23.7
1966-01-01,739.63,17.81,24.06
1965-12-01,727.03,17.67,23.69
1965-11-01,732.66,18,23.93
1965-10-01,726.62,18.1,23.78
1965-09-01,712.88,17.95,23.37
1965-08-01,689.83,17.53,22.67
1965-07-01,677.23,17.38,22.3
1965-06-01,678.27,17.57,22.39
1965-05-01,716.62,18.65,23.71
1965-04-01,706.11,18.59,23.42
1965-03-01,699.18,18.55,23.25
1965-02-01,700.78,18.71,23.37
1965-01-01,695.69,18.75,23.27
1964-12-01,678.24,18.45,22.75
1964-11-01,690.20,18.89,23.23
1964-10-01,687.63,18.87,23.21
1964-09-01,675.96,18.66,22.89
1964-08-01,666.68,18.54,22.65
1964-07-01,674.42,19.01,22.98
1964-06-01,652.37,18.53,22.3
1964-05-01,658.40,18.86,22.57
1964-04-01,652.04,18.9,22.42
1964-03-01,642.74,18.85,22.17
1964-02-01,631.24,18.75,21.83
1964-01-01,623.57,18.77,21.63
1963-12-01,604.97,18.45,21.04
1963-11-01,594.25,18.16,20.72
1963-10-01,597.61,18.35,20.89
1963-09-01,598.08,18.4,20.96
1963-08-01,582.72,18.11,20.47
1963-07-01,567.04,17.8,19.97
1963-06-01,577.46,18.26,20.38
1963-05-01,579.60,18.47,20.51
1963-04-01,568.20,18.32,20.15
1963-03-01,542.67,17.7,19.29
1963-02-01,546.52,17.83,19.47
1963-01-01,539.39,17.66,19.26
1962-12-01,519.33,17.07,18.59
1962-11-01,497.78,16.57,17.85
1962-10-01,465.69,15.7,16.74
1962-09-01,480.86,16.43,17.32
1962-08-01,486.77,16.67,17.57
1962-07-01,473.88,16.32,17.14
1962-06-01,464.27,16.03,16.83
1962-05-01,525.69,18.33,19.09
1962-04-01,567.92,20,20.66
1962-03-01,588.56,20.86,21.44
1962-02-01,587.98,21.21,21.45
1962-01-01,580.28,21.25,21.2
1961-12-01,602.71,22.49,22.04
1961-11-01,597.16,22.61,21.86
1961-10-01,571.29,21.96,20.92
1961-09-01,565.07,22.05,20.71
1961-08-01,571.43,22.27,20.94
1961-07-01,549.78,21.55,20.15
1961-06-01,554.99,21.66,20.33
1961-05-01,562.43,21.8,20.6
1961-04-01,556.77,21.44,20.38
1961-03-01,542.30,20.75,19.84
1961-02-01,525.81,19.74,19.23
1961-01-01,505.09,18.6,18.47
1960-12-01,480.39,17.37,17.56
1960-11-01,469.15,16.96,17.15
1960-10-01,454.43,16.43,16.61
1960-09-01,466.70,16.76,17.05
1960-08-01,481.17,17.3,17.58
1960-07-01,475.47,17.11,17.38
1960-06-01,487.56,17.56,17.82
1960-05-01,471.78,16.72,17.26
1960-04-01,476.14,16.65,17.43
1960-03-01,471.67,16.23,17.29
1960-02-01,478.19,16.45,17.55
1960-01-01,499.17,17.12,18.34
1959-12-01,506.30,17.42,18.62
1959-11-01,490.62,16.82,18.07
1959-10-01,488.65,16.68,18.02
1959-09-01,490.74,16.63,18.12
1959-08-01,512.71,17.37,18.96
1959-07-01,515.64,17.52,19.09
1959-06-01,497.67,16.9,18.45
1959-05-01,503.73,17.55,18.69
1959-04-01,496.25,17.81,18.43
1959-03-01,489.77,18.06,18.2
1959-02-01,477.65,18.04,17.76
1959-01-01,483.39,18.77,17.98
1958-12-01,466.49,18.51,17.36
1958-11-01,456.28,18.19,16.99
1958-10-01,444.34,17.67,16.56
1958-09-01,426.98,17,15.93
1958-08-01,415.99,16.47,15.54
1958-07-01,399.61,15.78,14.96
1958-06-01,390.27,15.27,14.64
